10106073,Junta Médica (três ou mais profissionais) - destina-se ao esclarecimento diagnóstico ou decisão de conduta em caso de difícil solução - por profissional,,,3B,112,,0,0,0,0,0,,,"R$ 112,00"
10106138,Prova de direção veicular em banca especial - Avaliação Clínica durante a prova prática de direção veicular procedida por dois médicos simultaneamente - por profissional,,,3B,112,,0,0,0,0,0,,,"R$ 112,00"
20101210,Acompanhamento clínico ambulatorial pós-transplante de córnea - por avaliação do 11º ao 30º dia até 3 avaliações,,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20101228,Acompanhamento clínico ambulatorial pós-transplante de medula óssea,,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20101015,Acompanhamento clínico ambulatorial pós-transplante renal - por avaliação,,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20101023,Análise da proporcionalidade cineantropométrica,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20101201,Avaliação clínica e eletrônica de paciente portador de marca-passo ou sincronizador ou desfibrilador,,,2B,54,6,69,0,0,0,0,,,"R$ 123,00"
20101090,Avaliação da composição corporal por antropometria (inclui consulta),,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20101104,Avaliação da composição corporal por bioimpedanciometria,,,1B,20,"0,75","8,63",0,0,0,0,,,"R$ 28,63"
,,,,,,,,,,,,,,
20101112,Avaliação da composição corporal por pesagem hidrostática,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20101074,Avaliação nutrológica (inclui consulta),,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20101082,Avaliação nutrológica pré e pós-cirurgia bariátrica (inclui consulta),,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20101120,Controle anti-doping (por período de 2 horas) - durante competições,,,5A,204,,0,0,0,0,0,,,"R$ 204,00"
20101139,Controle anti-doping (por período de 2 horas) - fora de competições,,,5A,204,,0,0,0,0,0,,,"R$ 204,00"
20101155,Prestação de serviços em delegações ou competições esportivas,,,6C,306,,0,0,0,0,0,,,"R$ 306,00"
20101171,Rejeição de enxerto renal - tratamento ambulatorial - avaliação clínica diária,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20102011,Holter de 24 horas - 2 ou mais canais - analógico,,,2A,40,"8,1","93,15",0,0,0,0,,,"R$ 133,15"
20102020,Holter de 24 horas - 3 canais - digital,,,2A,40,12,138,0,0,0,0,,,"R$ 178,00"
20102062,Monitor de eventos sintomáticos por 15 a 30 dias (LOOPER),,,2A,40,30,345,0,0,0,0,,,"R$ 385,00"
20102038,Monitorização ambulatorial da pressão arterial - MAPA (24 horas),,,2A,40,12,138,0,0,0,0,,,"R$ 178,00"
20102070,Tilt teste,,,2A,40,12,138,0,0,0,0,,,"R$ 178,00"
20103018,Adaptação e treinamento de recursos ópticos para visão subnormal (por sessão) - binocular,,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20103026,Amputação bilateral (preparação do coto),,,1C,30,"0,71","8,17",0,0,0,0,,,"R$ 38,17"
20103034,Amputação bilateral (treinamento protético),,,1C,30,"0,64","7,36",0,0,0,0,,,"R$ 37,36"
20103042,Amputação unilateral (preparação do coto),,,1B,20,"0,47","5,41",0,0,0,0,,,"R$ 25,41"
20103050,Amputação unilateral (treinamento protético),,,1B,20,"0,49","5,64",0,0,0,0,,,"R$ 25,64"
20103069,Assistência fisiátrica respiratória em pré e pós-operatório de condições cirúrgicas,,,1B,20,"0,3","3,45",0,0,0,0,,,"R$ 23,45"
20103077,Ataxias,,,1C,30,"0,23","2,65",0,0,0,0,,,"R$ 32,65"
20103093,Atendimento fisiátrico no pré e pós-operatório de pacientes para prevenção de sequelas,,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20103107,Atendimento fisiátrico no pré e pós-parto,,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20103115,Atividade reflexa ou aplicação de técnica cinesioterápica específica,,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20103123,Atividades em escola de postura (máximo de 10 pessoas) - por sessão,,,1C,30,,0,0,0,0,0,,,"R$ 30,00"
20103131,Biofeedback com EMG,,,2C,64,"0,42","4,83",0,0,0,0,,,"R$ 68,83"
20103140,"Bloqueio fenólico, alcoólico ou com toxina botulínica por segmento corporal",,,4A,153,"1,95","22,43",0,0,0,0,,,"R$ 175,43"
20103158,Confecção de órteses em material termo-sensível (por unidade),,,1B,20,"0,42","4,83",0,0,0,0,,,"R$ 24,83"
20103166,Confecção de prótese imediata,,,1C,30,"6,3","72,45",0,0,0,0,,,"R$ 102,45"
20103174,Confecção de prótese provisória,,,1B,20,"5,5","63,25",0,0,0,0,,,"R$ 83,25"
20103182,Desvios posturais da coluna vertebral,,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20103190,Disfunção vésico-uretral,,,1B,20,"0,16","1,84",0,0,0,0,,,"R$ 21,84"
20103204,Distrofia simpático-reflexa,,,1C,30,"0,45","5,18",0,0,0,0,,,"R$ 35,18"
20103212,Distúrbios circulatórios artério-venosos e linfáticos,,,1B,20,"1,1","12,65",0,0,0,0,,,"R$ 32,65"
20103220,Doenças pulmonares atendidas em ambulatório,,,1B,20,"0,44","5,06",0,0,0,0,,,"R$ 25,06"
20103239,Exercícios de ortóptica (por sessão),,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20103247,Exercícios para reabilitação do asmático (ERAC) - por sessão coletiva,,,1A,10,"0,44","5,06",0,0,0,0,,,"R$ 15,06"
20103255,Exercícios para reabilitação do asmático (ERAI) - por sessão individual,,,1B,20,"0,44","5,06",0,0,0,0,,,"R$ 25,06"
20103263,Hemiparesia,,,2A,40,"0,25","2,88",0,0,0,0,,,"R$ 42,88"
20103271,Hemiplegia,,,2A,40,"0,33","3,8",0,0,0,0,,,"R$ 43,80"
20103280,Hemiplegia e hemiparesia com afasia,,,2A,40,"0,35","4,03",0,0,0,0,,,"R$ 44,03"
20103298,Hipo ou agenesia de membros,,,1B,20,"0,42","4,83",0,0,0,0,,,"R$ 24,83"
20103301,Infiltração de ponto gatilho (por músculo) ou agulhamento seco (por músculo),,,3A,88,,0,0,0,0,0,,,"R$ 88,00"
20103310,Lesão nervosa periférica afetando mais de um nervo com alterações sensitivas e/ ou motoras,,,1C,30,"0,4","4,6",0,0,0,0,,,"R$ 34,60"
20103328,Lesão nervosa periférica afetando um nervo com alterações sensitivas e/ou motoras,,,1C,30,"0,4","4,6",0,0,0,0,,,"R$ 34,60"
20103336,Manipulação vertebral,,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
,,,,,,,,,,,,,,
20103344,Miopatias,,,1C,30,"0,37","4,26",0,0,0,0,,,"R$ 34,26"
20103360,Paciente com D.P.O.C. em atendimento ambulatorial necessitando reeducação e reabilitação respiratória,,,1C,30,"0,54","6,21",0,0,0,0,,,"R$ 36,21"
20103379,"Paciente em pós-operatório de cirurgia cardíaca, atendido em ambulatório, duas a três vezes por semana",,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20103387,"Pacientes com doença isquêmica do coração, atendido em ambulatório de 8 a 24 semanas",,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20103395,"Pacientes com doença isquêmica do coração, atendido em ambulatório, até 8 semanas de programa",,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20103409,Pacientes com doenças neuro-músculo-esqueléticas com envolvimento tegumentar,,,1B,20,"0,14","1,61",0,0,0,0,,,"R$ 21,61"
20103417,"Pacientes sem doença coronariana clinicamente manifesta, mas considerada de alto risco, atendido em ambulatório, duas a três vezes por semana",,,1C,30,"1,06","12,19",0,0,0,0,,,"R$ 42,19"
20103425,Paralisia cerebral,,,2A,40,"0,59","6,79",0,0,0,0,,,"R$ 46,79"
20103433,Paralisia cerebral com distúrbio de comunicação,,,2A,40,"0,45","5,18",0,0,0,0,,,"R$ 45,18"
20103441,Paraparesia/tetraparesia,,,1C,30,"0,66","7,59",0,0,0,0,,,"R$ 37,59"
20103450,Paraplegia e tetraplegia,,,1C,30,"0,52","5,98",0,0,0,0,,,"R$ 35,98"
20103468,Parkinson,,,2A,40,"0,23","2,65",0,0,0,0,,,"R$ 42,65"
20103476,Patologia neurológica com dependência de atividades da vida diária,,,1C,30,"0,87","10,01",0,0,0,0,,,"R$ 40,01"
20103514,Patologia osteomioarticular em diferentes segmentos da coluna,,,2A,40,"1,56","17,94",0,0,0,0,,,"R$ 57,94"
20103492,Patologia osteomioarticular em dois ou mais membros,,,2A,40,"0,6","6,9",0,0,0,0,,,"R$ 46,90"
20103484,Patologia osteomioarticular em um membro,,,1C,30,"0,47","5,41",0,0,0,0,,,"R$ 35,41"
20103506,Patologia osteomioarticular em um segmento da coluna,,,1C,30,"0,27","3,11",0,0,0,0,,,"R$ 33,11"
20103522,Patologias osteomioarticulares com dependência de atividades da vida diária,,,1C,30,"0,63","7,25",0,0,0,0,,,"R$ 37,25"
20103549,Procedimentos mesoterápicos (por região anatômica),,,1C,30,"0,1","1,15",0,0,0,0,,,"R$ 31,15"
20103557,Procedimentos mesoterápicos com calcitonina (qualquer segmento),,,1C,30,"0,1","1,15",0,0,0,0,,,"R$ 31,15"
20103565,Processos inflamatórios pélvicos,,,1B,20,"0,46","5,29",0,0,0,0,,,"R$ 25,29"
20103581,Programa de exercício supervisionado com obtenção de eletrocardiograma e/ou saturação de O2 - sessão coletiva,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20103573,Programa de exercício supervisionado com obtenção de eletrocardiograma e/ou saturação de O2 - sessão individual,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20103603,Programa de exercício supervisionado sem obtenção de eletrocardiograma e/ou saturação de O2 - sessão coletiva,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20103590,Programa de exercício supervisionado sem obtenção de eletrocardiograma e/ou saturação de O2 - sessão individual,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20103611,Queimados - seguimento ambulatorial para prevenção de sequelas (por segmento),,,1C,30,"0,3","3,45",0,0,0,0,,,"R$ 33,45"
20103727,Reabilitação cardíaca supervisionada. Programa de 12 semanas. Duas a três sessões por semana (por sessão),,,1C,30,,0,0,0,0,0,,,"R$ 30,00"
20103620,Reabilitação de paciente com endoprótese,,,1B,20,"0,76","8,74",0,0,0,0,,,"R$ 28,74"
20103638,Reabilitação labiríntica (por sessão),,,1C,30,1,"11,5",0,0,0,0,,,"R$ 41,50"
20103646,Reabilitação perineal com biofeedback,,,3C,128,"8,3","95,45",0,0,0,0,,,"R$ 223,45"
20103654,Recuperação funcional de distúrbios crânio-faciais,,,1B,20,"0,34","3,91",0,0,0,0,,,"R$ 23,91"
20103530,Recuperação funcional pós-operatória ou por imobilização da patologia vertebral,,,1C,30,"0,9","10,35",0,0,0,0,,,"R$ 40,35"
20103670,Recuperação funcional pós-operatória ou pós-imobilização gessada de patologia osteomioarticular com complicações neurovasculares afetando mais de um membro,,,1B,20,"0,7","8,05",0,0,0,0,,,"R$ 28,05"
20103662,Recuperação funcional pós-operatória ou pós-imobilização gessada de patologia osteomioarticular com complicações neurovasculares afetando um membro,,,1B,20,"0,47","5,41",0,0,0,0,,,"R$ 25,41"
20103689,Retardo do desenvolvimento psicomotor,,,1B,20,"0,62","7,13",0,0,0,0,,,"R$ 27,13"
20103697,Sequelas de traumatismos torácicos e abdominais,,,1B,20,"0,3","3,45",0,0,0,0,,,"R$ 23,45"
20103700,Sequelas em politraumatizados (em diferentes segmentos),,,1B,20,"1,56","17,94",0,0,0,0,,,"R$ 37,94"
20103719,Sinusites,,,1B,20,"0,3","3,45",0,0,0,0,,,"R$ 23,45"
,,,,,,,,,,,,,,
20104014,Actinoterapia (por sessão),,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20104022,Aplicação de hipossensibilizante - em consultório (AHC) exclusive o alérgeno - planejamento técnico para,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20104049,Cateterismo vesical em retenção urinária,,,1C,30,,0,0,0,0,0,,,"R$ 30,00"
20104065,Cerumen - remoção (bilateral),,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20104073,Crioterapia (grupo de até 5 lesões),,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
20104090,Curativo de extremidades de origem vascular,,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
20104316,Curativo de ouvido (cada),,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20104324,Curativo oftalmológico,,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20104081,"Curativos em geral com anestesia, exceto queimados",,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20104103,"Curativos em geral sem anestesia, exceto queimados",,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20104111,Dilatação uretral (sessão),,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20104120,Fototerapia com UVA (PUVA) (por sessão),,,1B,20,,0,0,0,0,0,,,"R$ 20,00"
20104138,Imunoterapia específica - 30 dias - planejamento técnico,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20104146,Imunoterapia inespecífica - 30 dias - planejamento técnico,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20104154,Instilação vesical ou uretral,,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20104391,Terapia imunobiológica intravenosa (por sessão),,,4C,189,,0,0,0,0,0,,,"R$ 189,00"
20104383,Pulsoterapia intravenosa (por sessão),,,4C,189,,0,0,0,0,0,,,"R$ 189,00"
20104170,"Sessão de eletroconvulsoterapia (em sala com oxímetro de pulso, monitor de ECG, EEG), sob anestesia",,,3C,128,,0,0,0,0,0,,,"R$ 128,00"
20104189,Sessão de oxigenoterapia hiperbárica (por sessão de 2 horas),,,5B,220,"9,21","105,92",0,0,0,0,,,"R$ 325,92"
20104197,Sessão de psicoterapia de casal,,,3A,88,,0,0,0,0,0,,,"R$ 88,00"
20104200,Sessão de psicoterapia de grupo (por paciente),,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
20104219,Sessão de psicoterapia individual,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20104227,Sessão de psicoterapia infantil,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20104235,Terapia inalatória - por nebulização,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20104294,Terapia oncológica - planejamento e 1º dia de tratamento,,,4A,153,,0,0,0,0,0,,,"R$ 153,00"
20104308,Terapia oncológica - por dia subsequente de tratamento,,,1C,30,,0,0,0,0,0,,,"R$ 30,00"
20104243,Terapia oncológica com altas doses - planejamento e 1º dia de tratamento,,,7A,331,,0,0,0,0,0,,,"R$ 331,00"
20104251,Terapia oncológica com altas doses - por dia subsequente de tratamento,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20104260,Terapia oncológica com aplicação de medicamentos por via intracavitária ou intratecal - por procedimento,,,4C,189,,0,0,0,0,0,,,"R$ 189,00"
20104278,Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - planejamento e 1º dia de tratamento,,,4B,168,,0,0,0,0,0,,,"R$ 168,00"
20104286,Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - por dia subsequente de tratamento,,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
20105010,"Perícia forense, por psiquiatra forense",,,11B,998,,0,0,0,0,0,,,"R$ 998,00"
20105029,Perícia psiquiátrica administrativa,,,8C,520,,0,0,0,0,0,,,"R$ 520,00"
20201010,Acompanhamento clínico de transplante renal no período de internação do receptor e do doador (pós-operatório até 15 dias),,,14A,2225,,0,0,0,0,0,,,"R$ 2.225,00"
20201028,Acompanhamento peroperatório,,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20201095,Assistência cardiológica no pós-operatório de cirurgia cardíaca (após a alta da UTI),,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
20201044,Assistência cardiológica peroperatória em cirurgia geral e em parto (horas suplementares) - máximo de 4 horas,,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
20201036,Assistência cardiológica peroperatória em cirurgia geral e em parto (primeira hora),,,3A,88,,0,0,0,0,0,,,"R$ 88,00"
20201109,Avaliação clínica diária enteral,,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20201117,Avaliação clínica diária parenteral,,,3A,88,,0,0,0,0,0,,,"R$ 88,00"
,,,,,,,,,,,,,,
20201125,Avaliação clínica diária parenteral e enteral,,,3B,112,,0,0,0,0,0,,,"R$ 112,00"
20201052,"Cardioversão elétrica eletiva (avaliação clínica, eletrocardiográfica, indispensável à desfibrilação)",,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20201060,Rejeição de enxerto renal - tratamento internado - avaliação clínica diária - por visita,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20201079,Transplante duplo rim-pâncreas - acompanhamento clínico (pós-operatório até 15 dias),,,14A,2225,,0,0,0,0,0,,,"R$ 2.225,00"
20201087,"Tratamento conservador de traumatismo cranioencefálico, hipertensão intracraniana e hemorragia (por dia)",,,3C,128,,0,0,0,0,0,,,"R$ 128,00"
20202016,Cardiotocografia anteparto,,,1B,20,"1,74","20,01",0,0,0,0,,,"R$ 40,01"
20202024,Cardiotocografia intraparto (por hora) até 6 horas externa,,,1A,10,,0,0,0,0,0,,,"R$ 10,00"
20202067,Monitorização da pressão intracraniana (por dia),,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
20202032,Monitorização hemodinâmica invasiva (por 12 horas),,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
20202040,Monitorização neurofisiológica intra-operatória,,,7C,433,32,368,0,0,0,0,,,"R$ 801,00"
20202059,Potencial evocado intra-operatório - monitorização cirúrgica (PE/IO),,,2B,54,"8,26","94,99",0,0,0,0,,,"R$ 148,99"
20203047,Assistência fisiátrica respiratória em doente clínico internado,,,1B,20,"0,3","3,45",0,0,0,0,,,"R$ 23,45"
20203012,Assistência fisiátrica respiratória em paciente internado com ventilação mecânica,,,1B,20,"0,44","5,06",0,0,0,0,,,"R$ 25,06"
20203020,Eletroestimulação do assoalho pélvico e/ou outra técnica de exercícios perineais - por sessão,,,1C,30,,0,0,0,0,0,,,"R$ 30,00"
20203063,"Pacientes com doença isquêmica do coração, hospitalizado, até 8 semanas de programa",,,1B,20,"1,06","12,19",0,0,0,0,,,"R$ 32,19"
20203071,"Pacientes em pós-operatório de cirurgia cardíaca, hospitalizado, até 8 semanas de programa",,,1B,20,"1,06","12,19",0,0,0,0,,,"R$ 32,19"
20204027,Cardioversão elétrica de emergência,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20204035,Cardioversão química de arritmia paroxísta em emergência,,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
20204043,Priapismo - tratamento não cirúrgico,,,3A,88,,0,0,0,0,0,,,"R$ 88,00"
20204167,Terapia imunobiológica intravenosa (por sessão),,,4C,189,,0,0,0,0,0,,,"R$ 189,00"
20204159,Pulsoterapia intravenosa (por sessão),,,4C,189,,0,0,0,0,0,,,"R$ 189,00"
20204086,"Terapia oncológica com aplicação intra-arterial de medicamentos, em regime de aplicação peroperatória, por meio de cronoinfusor ou perfusor extracorpórea",,,8B,490,,0,0,0,0,0,,,"R$ 490,00"
30101018,Abrasão cirúrgica (por sessão),,,3C,128,,0,0,2,0,0,,,"R$ 128,00"
30101930,Abscesso de unha (drenagem) - tratamento cirúrgico,,,2B,54,,0,0,1,0,0,,,"R$ 54,00"
30101026,Alopecia parcial - exérese e sutura,,,4C,189,,0,1,3,0,0,,,"R$ 245,70"
30101034,Alopecia parcial - rotação de retalho,,,5B,220,,0,1,3,0,0,,,"R$ 286,00"
30101042,Alopecia parcial - rotação múltipla de retalhos,,,8C,520,,0,2,3,0,0,,,"R$ 780,00"
30101050,Apêndice pré-auricular - ressecção,,,4A,153,,0,1,4,0,0,,,"R$ 198,90"
30101069,Autonomização de retalho - por estágio,,,5B,220,,0,1,2,0,0,,,"R$ 286,00"
30101077,"Biópsia de pele, tumores superficiais, tecido celular subcutâneo, linfonodo superficial, etc",,,2B,54,,0,1,1,0,0,,,"R$ 70,20"
30101085,Biópsia de unha,,,2B,54,,0,0,1,0,0,,,"R$ 54,00"
30101093,Calosidade e/ou mal perfurante - desbastamento (por lesão),,,1B,20,,0,0,1,0,0,,,"R$ 20,00"
30101948,Cantoplastia ungueal,,,3A,88,,0,1,2,0,0,,,"R$ 114,40"
30101107,Cauterização química (por grupo de até 5 lesões),,,2A,40,,0,0,1,0,0,,,"R$ 40,00"
30101115,Cirurgia da hidrosadenite (por região),,,5B,220,,0,1,3,0,0,,,"R$ 286,00"
30101140,Correção cirúrgica de linfedema (por estágio),,,9C,666,,0,2,4,0,0,,,"R$ 999,00"
30101158,Correção cirúrgica de sequelas de alopecia traumática com microenxertos pilosos (por região),,,6A,255,,0,1,5,0,0,,,"R$ 331,50"
30101166,Correção de deformidades nos membros com utilização de implantes,,,9B,605,,0,2,6,0,0,,,"R$ 907,50"
30101174,"Correção de deformidades por exérese de tumores, cicatrizes ou ferimentos com o emprego de expansores em retalhos musculares ou miocutâneos (por estágio)",,,9B,605,,0,2,4,0,0,,,"R$ 907,50"
,,,,,,,,,,,,,,
30101182,"Correção de deformidades por exérese de tumores, cicatrizes ou ferimentos, com o emprego de expansores de tecido, em retalhos cutâneos (por estágio)",,,9B,605,,0,2,4,0,0,,,"R$ 907,50"
30101190,"Correção de lipodistrofia braquial, crural ou trocanteriana de membros superiores e inferiores",,,9A,555,,0,2,4,0,0,,,"R$ 832,50"
30101204,Criocirurgia (nitrogênio líquido) de neoplasias cutâneas,,,3B,112,,0,0,2,0,0,,,"R$ 112,00"
30101212,Curativo de queimaduras - por unidade topográfica (UT) ambulatorial,,,1C,30,,0,0,1,0,0,,,"R$ 30,00"
30101220,Curativo de queimaduras - por unidade topográfica (UT) hospitalar,,,2C,64,,0,0,1,0,0,,,"R$ 64,00"
30101239,Curativo especial sob anestesia - por unidade topográfica (UT),,,2C,64,,0,0,1,0,0,,,"R$ 64,00"
30101247,Curetagem e eletrocoagulação de CA de pele (por lesão),,,3A,88,,0,0,0,0,0,,,"R$ 88,00"
30101255,Curetagem simples de lesões de pele (por grupo de até 5 lesões),,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
30101263,Dermoabrasão de lesões cutâneas,,,4C,189,,0,0,0,0,0,,,"R$ 189,00"
30101271,Dermolipectomia para correção de abdome em avental,,,9C,666,,0,2,5,0,0,,,"R$ 999,00"
30101280,Desbridamento cirúrgico - por unidade topográfica (UT),,,3C,128,,0,0,2,0,0,,,"R$ 128,00"
30101298,Eletrocoagulação de lesões de pele e mucosas - com ou sem curetagem (por grupo de até 5 lesões),,,2C,64,,0,0,0,0,0,,,"R$ 64,00"
30101301,Enxerto cartilaginoso,,,5B,220,,0,1,2,0,0,,,"R$ 286,00"
30101310,Enxerto composto,,,5B,220,,0,1,2,0,0,,,"R$ 286,00"
30101328,Enxerto de mucosa,,,5B,220,,0,1,2,0,0,,,"R$ 286,00"
30101336,Enxerto de pele (homoenxerto inclusive),,,5B,220,,0,2,2,0,0,,,"R$ 330,00"
30101344,Enxerto de pele múltiplo - por unidade topográfica (UT),,,5B,220,,0,2,2,0,0,,,"R$ 330,00"
30101352,Epilação por eletrólise (por sessão),,,2A,40,,0,0,0,0,0,,,"R$ 40,00"
30101360,Escalpo parcial - tratamento cirúrgico,,,6A,255,,0,2,4,0,0,,,"R$ 382,50"
30101379,Escalpo total - tratamento cirúrgico,,,9B,605,,0,2,5,0,0,,,"R$ 907,50"
30101387,Escarectomia descompressiva - (pele e estruturas profundas) - por unidade topográfica (UT),,,3B,112,,0,0,2,0,0,,,"R$ 112,00"
30101395,Esfoliação química média (por sessão),,,3C,128,,0,0,0,0,0,,,"R$ 128,00"
30101409,Esfoliação química profunda (por sessão),,,4A,153,,0,0,0,0,0,,,"R$ 153,00"
30101417,Esfoliação química superficial (por sessão),,,3A,88,,0,0,0,0,0,,,"R$ 88,00"
30101425,Exérese de higroma cístico,,,9A,555,,0,1,3,0,0,,,"R$ 721,50"
30101433,Exérese de higroma cístico no RN e lactente,,,11C,1095,,0,2,5,0,0,,,"R$ 1.642,50"
30101468,Exérese de lesão / tumor de pele e mucosas,,,3C,128,,0,1,0,0,0,,,"R$ 166,40"
30101441,Exérese de lesão com auto-enxertia,,,5C,234,,0,1,2,0,0,,,"R$ 304,20"
30101476,Exérese de tumor e rotação de retalho músculo-cutâneo,,,5B,220,,0,1,2,0,0,,,"R$ 286,00"
30101484,Exérese de unha,,,2B,54,,0,0,0,0,0,,,"R$ 54,00"
30101921,"Exérese e sutura de hemangioma, linfangioma ou nevus (por grupo de até 5 lesões)",,,3B,112,,0,1,0,0,0,,,"R$ 145,60"
30101450,Exérese e sutura de lesões (circulares ou não) com rotação de retalhos cutâneos,,,5A,204,,0,1,2,0,0,,,"R$ 265,20"
